priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,fda_application_record_found,fda_label_record_found,clinical_trial_record_found,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,canonical_smiles_pubchem,isomeric_smiles_pubchem,inchikey_pubchem,molecular_formula_pubchem,pubchem_assay_rows_n,pubchem_active_assay_n,pubchem_inactive_assay_n,pubchem_inconclusive_assay_n,pubchem_interpretable_assay_n,pubchem_active_fraction,cytotoxicity_keyword_assay_n,cytotoxicity_keyword_active_n,active_target_gene_ids,active_target_accessions,pubchem_safety_annotation_found,hazard_statement_codes,severe_hazard_codes,high_concern_hazard_text_flag,pubchem_safety_annotation_text_chars,pains_evaluated,pains_flag,pains_filter_matches,safety_risk_score,safety_evidence_layers_n,safety_data_completeness,hard_safety_flag,translational_nonclinical_flag,safety_screening_recommendation,safety_screening_reasons
127,2,Tier 2 — Consistent reversal,3,BRD-K25650355,physostigmine,-1.515151,-45.902008,-41.340645,3,3,0,-29.585935,-41.340645,-45.902008,-90.0,137,True,False,True,False,True,False,5983,Physostigmine,C15H21N3O2,275.35,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,"InChI=1S/C15H21N3O2/c1-15-7-8-17(3)13(15)18(4)12-6-5-10(9-11(12)15)20-14(19)16-2/h5-6,9,13H,7-8H2,1-4H3,(H,16,19)/t13-,15+/m1/s1",PIJVFDBKTWXHHD-HIFRSBDPSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,PIJVFDBKTWXHHD-HIFRSBDPSA-N,C15H21N3O2,2641.0,233.0,1731.0,104.0,1964.0,0.1186354378818737,166.0,0.0,100033901.0 | 113580815.0 | 11423.0 | 115.0 | 12038.0 | 15558.0 | 1557.0 | 1559.0 | 1565.0 | 2099.0 | 2744.0 | 396388.0 | 43.0 | 4780.0 | 4986.0 | 4988.0 | 540446.0 | 5742.0 | 590.0 | 7157.0 | 83817.0,AAA68151 | AAH38507 | AAI28575 | AAP35567 | AAV41877 | AFN61604 | AGS09764 | ANW61984 | B45705 | CAQ07474 | NP_000046 | NP_006155 | NP_056646 | NP_766400 | O42275 | O60503 | P04058 | P06276 | P10635 | P21836 | P22303 | P23219 | P23795 | P35372 | P36196 | P37136 | P41145 | P81908 | Q03311 | Q8JUX6 | Q9JKC1 | Q9N1N9,True,H300 | H330 | H371 | H373,H300 | H330,True,56312,True,False,,7,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,"fatal-acute-toxicity GHS annotation H300,H330 | elevated PubChem assay promiscuity"
41,2,Tier 2 — Consistent reversal,3,BRD-K55591206,epigallocatechin-gallate-(-),-0.916138,-80.946304,-64.109695,3,3,0,-48.657379,-64.109695,-80.946304,-90.0,51,True,False,True,False,True,False,65064,Epigallocatechin Gallate,C22H18O11,458.4,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1",WMBWREPUVVBILR-WIYYLYMNSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,True,True,FDA_LABEL_EVIDENCE_FOUND,MODERATE_REGULATORY_EVIDENCE,True,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,WMBWREPUVVBILR-WIYYLYMNSA-N,C22H18O11,2070.0,291.0,738.0,169.0,1029.0,0.282798833819242,241.0,27.0,10017.0 | 1020.0 | 102800317.0 | 11096.0 | 115004.0 | 116160065.0 | 1195.0 | 1196.0 | 1198.0 | 1432.0 | 1454.0 | 1557.0 | 1559.0 | 1576.0 | 1738.0 | 178296.0 | 1786.0 | 2033.0 | 23621.0 | 2475.0 | 24831.0 | 25255.0 | 2528.0 | 2529.0 | 2534.0 | 2584.0 | 26986.0 | 2737.0 | 2775.0 | 280844.0 | 29230.0 | 2932.0 | 29994.0 | 3091.0 | 3329.0 | 3336.0 | 351.0 | 367.0 | 3725.0 | 3921.0 | 4087.0 | 4088.0 | 4137.0 | 4170.0 | 4233.0 | 4286.0 | 4351.0 | 43740578.0 | 45025515.0 | 4790.0 | 5054.0 | 5223.0 | 5226.0 | 5243.0 | 5423.0 | 5693.0 | 572.0 | 57396.0 | 5893.0 | 597.0 | 599.0 | 5999.0 | 6000.0 | 637.0 | 65220.0 | 6772.0 | 7015.0 | 7263.0 | 7276.0 | 7415.0 | 7458.0 | 76768.0 | 813594.0 | 8444.0 | 8445.0 | 85397.0 | 8550.0 | 855480.0 | 86859893.0 | 8798.0 | 8850.0 | 8851.0 | 9149.0 | 945870.0 | 9507.0 | 9536.0 | 956535.0,1DE9_A | 2KDH_A | 2W2I_A | 2WWY_A | 3OOB_A | 4AWM_A | 4KC3_B | AAA29795 | AAC50351 | AAF64255 | AAG02439 | AAG24257 | AAG43026 | AAH14840 | AAH17351 | AAH18648 | AAH30027 | AAH50743 | AAH66928 | AAI03867 | AAI13617 | AAI14949 | AAI21795 | AAI32976 | AAK85233 | AAV41877 | ABC94590 | ABI96208 | AGS09764 | BAA89212 | CAD52000 | CAQ07474 | EAX06628 | NP_000145 | NP_001074551 | NP_001257783 | NP_001341533 | NP_001420 | NP_002559 | NP_002681 | NP_003875 | NP_003989 | NP_066268 | O14684 | O14746 | O43781 | O75173 | O95544 | P00374 | P02766 | P03230 | P03433 | P03956 | P05067 | P05121 | P06241 | P08183 | P08253 | P08581 | P08865 | P09237 | P0AEK4 | P0DTD1 | P10415 | P10636 | P10809 | P11412 | P15840 | P15917 | P18669 | P26358 | P28074 | P37840 | P42224 | P42336 | P42345 | P43351 | P49674 | P49759 | P49760 | P49761 | P49841 | P50281 | P51993 | P52020 | P52209 | P55957 | P56817 | P61604 | P80025 | Q00535 | Q07817 | Q07820 | Q11130 | Q13627 | Q15078 | Q16539 | Q16548 | Q16762 | Q548M1,True,H302 | H312 | H317 | H319 | H401 | H411,,False,16201,True,True,catechol_A(92),8,4,GOOD,False,False,HIGH_RISK_DEPRIORITIZE,multiple active cytotoxicity/viability assays | high PubChem assay promiscuity | PAINS structural alert (assay-interference risk)
53,2,Tier 2 — Consistent reversal,3,BRD-K33425534,exemestane,-2.860011,-83.68401,-59.854805,3,3,0,-48.799609,-59.854805,-83.68401,-90.0,63,True,False,True,False,True,False,60198,Exemestane,C20H24O2,296.4,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,"InChI=1S/C20H24O2/c1-12-10-14-15-4-5-18(22)20(15,3)9-7-16(14)19(2)8-6-13(21)11-17(12)19/h6,8,11,14-16H,1,4-5,7,9-10H2,2-3H3/t14-,15-,16-,19+,20-/m0/s1",BFYIZQONLCFLEV-DAELLWKTSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,BFYIZQONLCFLEV-DAELLWKTSA-N,C20H24O2,1150.0,77.0,830.0,103.0,907.0,0.0848952590959206,200.0,1.0,1551.0 | 1557.0 | 1588.0 | 2099.0 | 2101.0 | 24208.0 | 2737.0 | 2908.0 | 3356.0 | 367.0 | 4780.0 | 4986.0 | 5241.0 | 6850.0 | 7468.0 | 8856.0,AAH11558 | AAI07878 | AAI13617 | AAI32976 | AAV41877 | ABB72139 | ADZ17378 | ADZ17384 | AEP43755 | EAW77416 | NP_000756 | NP_006155 | NP_112503 | O96028 | P04150 | P11511 | P15207 | P22443 | P28223 | P41145 | P43405,True,H319 | H360 | H411,H360,True,37742,True,False,,8,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,genotoxic/carcinogenic/reproductive-hazard annotation H360 | active cytotoxicity/viability assay signal | elevated PubChem assay promiscuity
17,2,Tier 2 — Consistent reversal,4,BRD-A82238138,budesonide,-2.043693,-51.70184,-93.93091,3,3,1,-49.225481,-51.70184,-93.93091,-90.0,17,True,False,True,False,True,True,5281004,Budesonide,C25H34O6,430.5,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,"InChI=1S/C25H34O6/c1-4-5-21-30-20-11-17-16-7-6-14-10-15(27)8-9-23(14,2)22(16)18(28)12-24(17,3)25(20,31-21)19(29)13-26/h8-10,16-18,20-22,26,28H,4-7,11-13H2,1-3H3/t16-,17-,18-,20+,21?,22+,23-,24-,25+/m0/s1",VOVIALXJUBGFJZ-KWVAZRHASA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,VOVIALXJUBGFJZ-KWVAZRHASA-N,C25H34O6,2790.0,162.0,1614.0,209.0,1776.0,0.0912162162162162,195.0,13.0,10242.0 | 1080.0 | 1557.0 | 1559.0 | 1576.0 | 1831.0 | 196.0 | 19885.0 | 2099.0 | 2100.0 | 2101.0 | 24208.0 | 24413.0 | 24831.0 | 2737.0 | 2908.0 | 3553.0 | 367.0 | 3725.0 | 3778.0 | 3779.0 | 4215.0 | 4306.0 | 4780.0 | 5241.0 | 5243.0 | 5914.0 | 6772.0 | 7098.0 | 7201.0 | 84385.0 | 8856.0,AAH14804 | AAI13617 | AAI32976 | AAK17196 | AAV31779 | AAV41877 | ABB72139 | ABI96208 | ADP91253 | ADZ17337 | ADZ17378 | ADZ17384 | AEP43755 | AGS09764 | B45705 | EAL24281 | EAX06628 | EDM11231 | NP_000483 | NP_000567 | NP_000918 | NP_001019265 | NP_001159576 | NP_001189403 | NP_001191194 | NP_001257783 | NP_002238 | NP_003292 | NP_004128 | NP_005823 | NP_006155 | NP_009330 | NP_035411 | NP_059488 | NP_976226 | O15455 | P04150 | P06401 | P06536 | P08235 | P10275 | P14780 | P15207 | Q690N0 | Q99576 | QLI62812,True,H302 | H312 | H315 | H317 | H332 | H334 | H361 | H372 | H412,H372,True,30387,True,False,,9,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,specific-organ-toxicity GHS annotation H372 | multiple active cytotoxicity/viability assays | elevated PubChem assay promiscuity
84,2,Tier 2 — Consistent reversal,3,BRD-K23566484,nilutamide,-2.818887,-83.79942,-50.825092,3,3,0,-45.814466,-50.825092,-83.79942,-90.0,94,True,False,True,False,True,False,4493,Nilutamide,C12H10F3N3O4,317.22,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,"InChI=1S/C12H10F3N3O4/c1-11(2)9(19)17(10(20)16-11)6-3-4-8(18(21)22)7(5-6)12(13,14)15/h3-5H,1-2H3,(H,16,20)",XWXYUMMDTVBTOU-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,True,True,FDA_LABEL_EVIDENCE_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,XWXYUMMDTVBTOU-UHFFFAOYSA-N,C12H10F3N3O4,,,,,,,,,,,True,H301 | H360,H301 | H360,True,5918,True,False,,9,2,LIMITED,True,False,HIGH_RISK_DEPRIORITIZE,genotoxic/carcinogenic/reproductive-hazard annotation H360 | acute-toxicity GHS annotation H301
92,2,Tier 2 — Consistent reversal,3,BRD-K16621777,enobosarm,-30.569885,-64.93557,-48.973648,3,3,0,-48.159701,-48.973648,-64.93557,-90.0,102,True,False,True,False,True,False,11326715,Enobosarm,C19H14F3N3O3,389.3,CC(COC1=CC=C(C=C1)C#N)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,C[C@](COC1=CC=C(C=C1)C#N)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,"InChI=1S/C19H14F3N3O3/c1-18(27,11-28-15-6-2-12(9-23)3-7-15)17(26)25-14-5-4-13(10-24)16(8-14)19(20,21)22/h2-8,27H,11H2,1H3,(H,25,26)/t18-/m0/s1",JNGVJMBLXIUVRD-SFHVURJKSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC(COC1=CC=C(C=C1)C#N)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,C[C@](COC1=CC=C(C=C1)C#N)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,JNGVJMBLXIUVRD-SFHVURJKSA-N,C19H14F3N3O3,234.0,29.0,93.0,73.0,122.0,0.2377049180327868,59.0,7.0,24208.0 | 367.0 | 6850.0 | 7468.0 | 956584.0 | 956586.0,O96028 | P10275 | P13699 | P15207 | P43405,True,,,True,4793,True,False,,9,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,high-concern PubChem safety annotation text | multiple active cytotoxicity/viability assays | moderate PubChem assay promiscuity
18,2,Tier 2 — Consistent reversal,4,BRD-K55930204,phenytoin,-37.665825,-91.62154,-43.43479,3,3,1,-57.574052,-43.43479,-91.62154,-90.0,18,True,False,True,True,True,False,1775,Phenytoin,C15H12N2O2,252.27,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",CXOFVDLJLONNDW-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,False,True,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,CXOFVDLJLONNDW-UHFFFAOYSA-N,C15H12N2O2,4962.0,50.0,2554.0,158.0,2604.0,0.0192012288786482,444.0,0.0,1557.0 | 1559.0 | 1565.0 | 24766.0 | 2737.0 | 3269.0 | 3356.0 | 4780.0 | 6326.0 | 8856.0,AAI13617 | AAV41877 | AAY56401 | ADZ17384 | AGS09764 | ANW61984 | NP_001035233 | NP_006155 | NP_036779 | P11712 | P28223 | P35367 | QLI62812,True,H302 | H340 | H350 | H351 | H360 | H370 | H372 | H402 | H412,H340 | H350 | H360 | H370 | H372,True,71729,True,False,,10,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,"genotoxic/carcinogenic/reproductive-hazard annotation H340,H350,H360 | specific-organ-toxicity GHS annotation H370,H372"
52,2,Tier 2 — Consistent reversal,3,BRD-K41260949,valproic-acid,-2.255109,-77.66442,-59.89779,3,3,0,-46.605773,-59.89779,-77.66442,-90.0,62,True,False,True,False,True,False,3121,Valproic Acid,C8H16O2,144.21,CCCC(CCC)C(=O)O,CCCC(CCC)C(=O)O,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",NIJJYAXOARWZEE-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,True,True,FDA_APPLICATION_AND_LABEL_EVIDENCE,HIGH_REGULATORY_EVIDENCE,False,CCCC(CCC)C(=O)O,CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,C8H16O2,,,,,,,,,,,True,H302 | H315 | H318 | H319 | H335 | H336 | H360 | H362 | H370 | H372,H360 | H370 | H372,True,47137,True,False,,10,2,LIMITED,True,False,HIGH_RISK_DEPRIORITIZE,"genotoxic/carcinogenic/reproductive-hazard annotation H360 | specific-organ-toxicity GHS annotation H370,H372"
63,2,Tier 2 — Consistent reversal,3,BRD-K05804044,AZ-628,-0.951374,-65.10859,-57.72351,3,3,0,-41.261158,-57.72351,-65.10859,-90.0,73,True,False,True,False,True,False,11676786,AZ-628,C27H25N5O2,451.5,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C,"InChI=1S/C27H25N5O2/c1-17-8-9-21(31-25(33)18-6-5-7-19(12-18)27(2,3)15-28)14-24(17)30-20-10-11-23-22(13-20)26(34)32(4)16-29-23/h5-14,16,30H,1-4H3,(H,31,33)",ZGBGPEDJXCYQPH-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C,ZGBGPEDJXCYQPH-UHFFFAOYSA-N,C27H25N5O2,814.0,260.0,174.0,84.0,434.0,0.5990783410138248,527.0,191.0,1551.0 | 1559.0 | 1565.0 | 673.0 | 6850.0 | 7468.0 | 7525.0 | 956584.0 | 956586.0,ABI96208 | ACA62796 | ANW61984 | NP_000756 | NP_004324 | NP_005424 | O96028 | P04049 | P07947 | P13699 | P15056 | P43405 | QLI62812,True,H301 | H315 | H319 | H335,H301,True,7056,True,False,,10,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,acute-toxicity GHS annotation H301 | multiple active cytotoxicity/viability assays | high PubChem assay promiscuity
103,2,Tier 2 — Consistent reversal,3,BRD-K84639753,safinamide,-29.83388,-67.80315,-47.3245,3,3,0,-48.32051,-47.3245,-67.80315,-90.0,113,True,False,True,False,True,False,131682,Safinamide,C17H19FN2O2,302.34,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,"InChI=1S/C17H19FN2O2/c1-12(17(19)21)20-10-13-5-7-16(8-6-13)22-11-14-3-2-4-15(18)9-14/h2-9,12,20H,10-11H2,1H3,(H2,19,21)/t12-/m0/s1",NEMGRZFTLSKBAP-LBPRGKRZSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,True,True,FDA_LABEL_EVIDENCE_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,NEMGRZFTLSKBAP-LBPRGKRZSA-N,C17H19FN2O2,492.0,176.0,46.0,46.0,222.0,0.7927927927927928,55.0,46.0,25750.0 | 4128.0 | 4129.0 | 6311.0 | 7151.0 | 7157.0 | 956584.0 | 956586.0 | 956592.0,ACA62796 | ASK51714 | NP_000889 | NP_001119587 | P09992 | P13699 | P19643 | P21396 | P21397 | P27338 | Q99700,True,H301 | H318 | H400,H301,True,8693,True,False,,10,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,acute-toxicity GHS annotation H301 | multiple active cytotoxicity/viability assays | high PubChem assay promiscuity
108,2,Tier 2 — Consistent reversal,3,BRD-A67438293,treprostinil,-2.818887,-45.901474,-62.502026,3,3,0,-37.074129,-45.901474,-62.502026,-90.0,118,True,False,True,False,True,False,6918140,Treprostinil,C23H34O5,390.5,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,CCCCC[C@@H](CC[C@H]1[C@@H](C[C@H]2[C@@H]1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,"InChI=1S/C23H34O5/c1-2-3-4-7-17(24)9-10-18-19-11-15-6-5-8-22(28-14-23(26)27)20(15)12-16(19)13-21(18)25/h5-6,8,16-19,21,24-25H,2-4,7,9-14H2,1H3,(H,26,27)/t16-,17-,18+,19-,21+/m0/s1",PAJMKGZZBBTTOY-ZFORQUDYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,False,True,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,CCCCC[C@@H](CC[C@H]1[C@@H](C[C@H]2[C@@H]1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,PAJMKGZZBBTTOY-ZFORQUDYSA-N,C23H34O5,113.0,12.0,11.0,1.0,23.0,0.5217391304347826,1.0,0.0,1551.0 | 5729.0 | 5731.0 | 5732.0 | 5733.0 | 5734.0 | 5739.0,NP_000756 | NP_000944 | NP_000946 | NP_000947 | NP_000949 | NP_000951 | NP_001119516 | P34995 | P43116 | P43119 | Q13258,True,H301 | H311 | H315 | H319 | H331 | H335 | H361 | H372,H301 | H311 | H331 | H372,True,8763,True,False,,10,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,"acute-toxicity GHS annotation H301,H311,H331 | specific-organ-toxicity GHS annotation H372 | high PubChem assay promiscuity"
112,2,Tier 2 — Consistent reversal,3,BRD-A23637604,oxymetholone,-3.634064,-44.341537,-64.54993,3,3,0,-37.50851,-44.341537,-64.54993,-90.0,122,True,False,True,False,True,False,5281034,Oxymetholone,C21H32O3,332.5,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C/O)/C(=O)C4)C,"InChI=1S/C21H32O3/c1-19-11-13(12-22)18(23)10-14(19)4-5-15-16(19)6-8-20(2)17(15)7-9-21(20,3)24/h12,14-17,22,24H,4-11H2,1-3H3/b13-12-/t14-,15+,16-,17-,19-,20-,21-/m0/s1",ICMWWNHDUZJFDW-DHODBPELSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C/O)/C(=O)C4)C,ICMWWNHDUZJFDW-DHODBPELSA-N,C21H32O3,1357.0,145.0,486.0,324.0,631.0,0.2297939778129952,217.0,34.0,100757539.0 | 140.0 | 1551.0 | 1559.0 | 1576.0 | 19885.0 | 2099.0 | 2100.0 | 2101.0 | 24208.0 | 24831.0 | 2737.0 | 2854.0 | 3315.0 | 3356.0 | 367.0 | 4780.0 | 5241.0 | 5743.0 | 5914.0 | 59350.0 | 6850.0 | 7468.0 | 836.0 | 840.0 | 8856.0,AAH11558 | AAH14804 | AAH96839 | AAI07878 | AAI13617 | AAI32976 | AAP35329 | AAP35567 | AAV31779 | ABB72139 | ABI96208 | ADZ17337 | ADZ17378 | ADZ17384 | AEP43755 | AGS09764 | CAC88866 | CAQ07474 | EGV99105 | NP_000756 | NP_001257783 | NP_001531 | NP_006155 | NP_059488 | O75388 | O96028 | P0DMS8 | P15207 | P35354 | P43405 | Q9HBX9,True,H351 | H361,,True,33019,True,True,keto_keto_beta_D(5),10,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,high-concern PubChem safety annotation text | multiple active cytotoxicity/viability assays | moderate PubChem assay promiscuity | PAINS structural alert (assay-interference risk)
